"IDCLOUD";"ID";"IDCIDADE";"IDREPRESENTANTE";"NOMEFANTASIA";"NOMECONTATO";"RAZAOSOCIAL";"CNPJ";"CNAE";"INSCRICAOESTADUAL";"EMAIL";"RAMOATIVIDADE";"REPRESENTANTE";"NOVO";"STATUS";"ATIVO";"CEP";"BAIRRO";"CIDADE";"COMPLEMENTO";"NUMERO";"ENDERECO";"UF";"DATAVIGENCIA";"CADASTRADAPOR";"OBSERVACOES";"FONECOBRANCA";"FONEADICIONAL";"DATAINICIO";"DIASLICENCAPROVISORIA";"VALORMENSALIDADE";"VALORIMPLANTACAO"
9531098;95;4563;0;"ARMAZEM BEBIDAS";"CLAUDIR";"CLAUDINEIA DOS SANTOS MALACARNE";"33426794000109";"";"";"@";"0";"DANIEL";"N";3;"S";"85811080";"CENTRO";"CASCAVEL";"";3094;"MARECHAL RONDOM";"";"";"";"


";"45333333333";"";"19/10/2018";0;"0";"0"
9631862;96;4563;0;"ICE CREAMY";"HANDREYKA";"SORVETE NA PEDRA PEDRITA LTDA";"31862073000116";"";"9079605520";"@";"0";"DANIEL";"N";1;"S";"85810230";"CENTRO";"CASCAVEL";"";432;"AV TOLEDO";"";"";"";"

";"4530388421";"";"22/10/2018";0;"0";"0"
9723696;97;4563;0;"SUPERMERCADO SANTA ANA";"LUCIA";"SUPERMERCADO SANTA ANA EIRELLI EPP";"23696346000171";"";"9070922670";"@";"0";"";"N";1;"S";"85804470";"GUARUJA";"CASCAVEL";"";1513;"RUA SAMAMBAIAS";"";"";"";"";"32285563";"";"24/10/2018";0;"0";"0"
9812538;98;4563;0;"FRUTARIA RM";"CLAUDEMIR";"FRUTARIA CAMARGO LTDA";"12538482000117";"";"9058517647";"@";"0";"";"N";1;"S";"85803150";"SANTA FELICIDADE";"CASCAVEL";"";1274;"ANDRE DE BARROS";"";"";"";"";"99894685";"";"24/10/2018";0;"0";"0"
9926200;99;4583;0;"CARTEL LOUNGE";"ANDERSON";"CARTEL LOUNGE BEER BAR LTDA ";"26200453000155";"";"9073202865";"@";"0";"";"N";1;"S";"85902010";"CENTRO";"TOLEDO";"SALA 01";3284;"RUA DOM PEDRO II";"";"";"";"";"9986570";"";"24/10/2018";0;"0";"0"
10030917;100;4583;0;"LIKE CLUB LOUNGE";"ELIANE";"LIKE CLUB LOUNGE NARGUILE LTDA";"30917260000197";"";"9078604856";"eliane.c.moriggi@gmail.com";"1";"";"N";1;"S";"85905380";"CENTRO";"TOLEDO";"SL 01";2062;"AV PARIGOT DE SOUZA";"";"";"";"";"998312113";"";"25/10/2018";0;"0";"0"
10109563;101;4563;0;"STRIKE BIG BOLICHE";"DENISE";"REDE BRAZIL GRILL LTDA";"09563027000167";"";"9072558836";"@";"0";"";"N";1;"S";"85801140";"CENTRO";"CASCAVEL";"";2794;"RUA SETE DE SETEMBRO";"PR";"";"";"
";"99812961";"";"26/10/2018";0;"0";"0"
10231421;102;4740;0;"SAKURA ";"DIAKSON";"SAKA UMUARAMA COZINHA ORIENTAL LTDA.";"31421535000160";"";"9079131986";"@";"0";"";"N";1;"S";"87502070";"ZONA ";"UMUARAMA";"";5145;"R. MINISTRO OLIVEIRA SALAZAR";"";"";"";"";"99694447";"";"27/10/2018";0;"0";"0"
10326503;103;4563;0;"ALO CAPAS CASCAVEL - R. RIO GRANDE DO SUL";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000270";"";"9076439211";"@";"0";"ANDERSON";"N";1;"S";"85801010";"CENTRO";"CASCAVEL";"";1038;"R. RIO GRANDE DO SUL";"";"";"";"


";"999182405";"";"05/11/2018";0;"0";"0"
10426503;104;4563;0;"ALO CAPAS CASCAVEL - R. PARANA";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000199";"";"9076083603";"alocapascascavel@gmail.com";"0";"ANDERSON";"N";1;"S";"85810010";"CENTRO";"CASCAVEL";"";2910;"R. PARANA";"";"";"";"

";"999182405";"";"05/11/2018";0;"0";"0"
10510390;105;4563;0;"RESTAURANTE EXECUTIVO";"LUCIANO";"J.C WAKIMOTO & CIA LTDA.";"10390460000127";"";"9045712610";"@";"0";"";"N";1;"S";"85801130";"CENTRO";"CASCAVEL";"";3897;"R. CARLOS DE CARVALHO";"";"";"";"";"999515445";"";"05/11/2018";0;"0";"0"
10614380;106;4563;0;"ESKINA DA PANKEKA";"DARLAN";"DAYSI MATTEI DE ABREU";"14380247000195";"";"";"@";"0";"";"N";1;"S";"85801430";"CENTRO";"CASCAVEL";"";0;"R. VISCONDE DE GUARAPUAVA";"";"";"";"";"999239363";"";"05/11/2018";0;"0";"0"
10713847;107;4563;0;"CADILAC AMERICAN BURGER";"OTAVIO";"OTAVIO RAYZEL DE CARVALHO RESTAURANTE - ME";"13847383000180";"";"9056309460";"adm@cadilacamericanburger.com.br";"0";"ANDERSON";"N";1;"S";"85810010";"CENTRO";"CASCAVEL";"";3882;"RUA PARANA";"";"";"";"
";"999359922";"";"07/11/2018";0;"0";"0"
10810374;108;4563;0;"RESTAURANTE DONATELLOS";"LUCIANO";"L N YOKOYAMA LTDA. ";"10374208000124";"";"9045630720";"@";"0";"ANDERSON";"N";1;"S";"85810001";"CENTRO";"CASCAVEL";"";7932;"AV. BRASIL ";"";"";"";"
";"999515445";"";"08/11/2018";0;"0";"0"
10924502;109;4563;0;"PANIFICADORA KAPOTTE";"PAULO";"MARLI SANTANA MARCELINO - ME";"24502798000138";"";"9072219381";"@";"0";"";"N";1;"S";"85817310";"PERIOLO";"CASCAVEL";"";1828;"R. EUROPA ";"";"";"";"";"98626317";"";"08/11/2018";0;"0";"0"
11026503;110;4583;0;"ALO CAPAS TOLEDO";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000431";"";"9077703460";"@";"0";"ANDERSON";"N";1;"S";"85908220";"CENTRO";"TOLEDO";"";4729;"AV. MARIPA";"";"";"";"
";"999182405";"";"08/11/2018";0;"0";"0"
11126503;111;4593;0;"ALO CAPAS MARECHAL";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000350";"";"9077168564";"@";"0";"ANDERSON";"N";1;"S";"85960000";"CENTRO";"MARECHAL CANDIDO RONDON";"";662;"AV. RIO GRANDE DO SUL";"";"";"";"
";"999182405";"";"08/11/2018";0;"0";"0"
11226503;112;4591;0;"ALO CAPAS PALOTINA";"ANDREA";"ANDREA CRISTINA DO CARMO MORAIS";"26503443000512";"";"9079165023";"@";"0";"ANDERSON";"N";1;"S";"85950000";"CENTRO";"PALOTINA";"";1189;"AV. PRESIDENTE KENNEDY";"";"";"";"
";"999182405";"";"08/11/2018";0;"0";"0"
11316638;113;4563;0;"LATA VELHA BURGUER";"FELIPE";"ANDRESSA CRISTINA CABRAL VIEIRA";"16638863000129";"";"11122234";"@";"0";"";"N";3;"S";"85810210";"NEVA";"CASCAVEL";"";1197;"R. PIO XII";"";"";"";"086.158.559-35";"999163561";"";"09/11/2018";0;"0";"0"
11424981;114;4583;0;"SMOKE HOUSE TABACARIA";"GILSON/EMERSON";"SMOKE HOUSE TABACARIA";"24981396000163";"";"123456";"@";"1";"";"N";1;"S";"85909010";"BOA ESPERANCA";"TOLEDO";"";410;"RUA PRIMEIRO DE MAIO";"";"";"";"";"991016070";"999456213";"10/11/2018";0;"0";"0"
11525531;115;4563;0;"CLUBE 2000";"DIAKSON";"DIAKSON ACACIO MARTINS BAR ME";"25531185000191";"";"9072897967";"@";"0";"";"N";1;"S";"85810080";"CENTRO";"CASCAVEL";"";3901;"R. CARLOS DE CARVALHO";"";"";"";"";"999694447";"";"10/11/2018";0;"0";"0"
11630275;116;4563;0;"ARENA COMERCIO DE BEBIDAS LTDA";"WILSON";"ARENA COMERCIO DE BEBIDAS LTDA";"30275281000156";"";"9077913278";"@";"0";"DANIEL";"N";1;"S";"85807030";"COQUEIRAL";"CASCAVEL";"";9021;"AV BRASIL";"";"";"";"
";"4533064756";"";"14/11/2018";0;"0";"0"
11728225;117;5582;0;"HIROSH CULINARIA OCIDENTAL";"WILTON";"HIROSHI CULINARIA OCIDENTAL - EIRELI";"28225420000195";"";"142024610 ";"hiroshiculinariaoriental.lem@gmail.com";"0";"";"N";1;"S";"04785000";"MIMOSO DO OESTE";"LUIS EDUARDO MAGALHAES";"SALA 04";622;"RUA CLERISTON ANDRADE";"";"";"";"";"77999507737";"";"16/11/2018";0;"0";"0"
11829708;118;4563;0;"PAZTA FAST FOOD";"ARI";"NICHETTI RESTAURANTE LTDA";"29708132000154";"";"9077293032";"@";"0";"";"N";1;"S";"85810160";"CENTRO";"CASCAVEL";"";2600;"R. PIO XII";"";"";"";"";"999169179";"";"19/11/2018";0;"0";"0"
11929480;119;4507;0;"SABORE RESTAURANTE";"DALILA";"D. TREVISAN DIAS - EIRELI";"29480748000110";"";"9077072451";"dalila_trevisan@hotmail.com";"0";"";"N";1;"S";"85420000";"CENTRO";"CORBELIA";"";30;"AV SANTA CATARINA";"";"";"";"";"4532421555";"";"26/11/2018";0;"0";"0"
12026970;120;4563;0;"J ADORE CAFE";"EDWILSON";"EDWILSON PIERGENTILE JUNIOR - ME";"26970450000109";"";"9074086630";"jadorecafeetorteria@gmail.com";"0";"DANIEL";"N";1;"S";"85810010";"CENTRO";"CASCAVEL";"";2899;"RUA PARANA";"";"";"";"
";"4598293475";"";"26/11/2018";0;"0";"0"
12129815;121;4720;0;"STYLUS CELL";"ALYSSON";"STYLUS CELL COMERCIO DE ELETRONICOS LTDA";"29815652000166";"";"9077418773";"@";"0";"";"N";1;"S";"87303140";"CENTRO";"CAMPO MOURAO";"";1352;"RUA SAO PAULO";"";"";"";"";"4499116929";"";"26/11/2018";0;"0";"0"
12210830;122;4563;0;"THE WALKIES - CASCAVEL";"MAIKON";"MAICO ROBSON DE OLIVEIRA";"10830634000125";"";"9048037230";"thewalkies@hotmail.com";"0";"";"N";1;"S";"85810230";"CENTRO";"CASCAVEL";"";432;"AV. TOLEDO";"";"";"";"
";"999550165";"";"26/11/2018";0;"0";"0"
12326434;123;4563;0;"SNAKE COMÉRCIO DE PRESENTES LTDA";"MARIANE";"SNAKE COMÉRCIO DE PRESENTES LTDA";"26434428000136";"";"9073469276";"financeiro@tabacariasnake.com.br";"0";"";"N";1;"S";"85810000";"CENTRO";"CASCAVEL";"";7356;"AVENIDA BRASIL";"PR";"";"";"
";"33068813";"";"26/11/2018";0;"0";"0"
12422153;124;4563;0;"LACERDA LANCHES";"EURICO";"ESV LANCHES LTDA";"45435256000160";"";"9093499074";"@";"0";"";"N";1;"S";"85811350";"CLAUDETE";"CASCAVEL";"SALA 01";1525;"R. JORGE LACERDA";"PR";"";"";"";"998592475";"";"26/11/2018";0;"0";"0"
12528874;125;4478;0;"LA MAFIA TRATTORIA GUARAPUAVA";"RODRIGO/LARISSA";"MATTOS E GOSMAN LTDA-ME";"28874080000123";"";"9076375493";"lamafiaguarapuava@gmail.com";"0";"";"N";1;"S";"85012230";"TRIANON";"GUARAPUAVA";"";217;"RUA BELMIRO MIRANDA";"";"";"";"";"4230356767";"";"26/11/2018";0;"0";"0"
12710623;127;4563;0;"CENTRAL PIZZA";"RODRIGO";"E.A. ZENATTI - RESTAURANTE E PIZZARIA";"32659561000193";"";"9080658912";"rpazzinatto@yahoo.com.br";"0";"";"";0;"S";"85810130";"CENTRO";"CASCAVEL";"";2383;"RUA PRESIDENTE BERNARDES";"PR";"";"";"";"4530354949";"04599924520";"26/11/2018";0;"0";"0"
12807484;128;4563;0;"FRUTARIA MOURA";"DAUTINA";"ADEMIR MOURA";"07484894000181";"";"9034750723";"@";"2";"";"N";1;"S";"85817310";"PERIOLO";"CASCAVEL";"";1765;"R. EUROPA";"";"";"";"";"999492426";"";"27/11/2018";0;"0";"0"
12910247;129;4563;0;"FRUTARIA PRADO";"LORIVAL";"LOURIVAL DE J PRADO ME";"10247715000105";"";"9045199280";"@";"2";"";"N";1;"S";"85816570";"MORUMBI";"CASCAVEL";"";1424;"AV. CORBELIA";"";"";"";"";"999520380";"";"27/11/2018";0;"0";"0"
13011283;130;4563;0;"RESTAURANTE CASA DA VOVO";"ROSE/LETICIA";"FORNARI E FORNARI LTDA";"11283040000104";"";"9050008026";"@";"0";"";"N";1;"S";"85812040";"CENTRO";"CASCAVEL";"";2272;"RUA ANTONINA";"";"";"";"";"32239745";"";"27/11/2018";0;"0";"0"
13128748;131;4563;0;"GIGGIO'S RESTAURANTE";"RICARDO";"GIGGIO'S RESTAURANTE E PETISCARIA LTDA ME";"28748320000143";"";"9076207949";"@";"0";"ANDERSON";"N";1;"S";"85812131";"CENTRO";"CASCAVEL";"";789;"R. ANTONIO ALVES MASSANEIRO";"";"";"";"
";"999858567";"";"27/11/2018";0;"0";"0"
13221694;132;4563;0;"MORUMBI GAS";"SERVIDOR/CAIXA";"G R DE SOUZA";"21694134000120";"";"9068531753";"@";"0";"";"N";1;"S";"85817750";"MORUMBI";"CASCAVEL";"";190;"RUA. MONTE NEGRO";"";"";"";"";"999050030";"";"27/11/2018";0;"0";"0"
13330668;133;4571;0;"THE WALKIES - FOZ DO IGUACU";"MAICO";"HEINZ E OLIVEIRA GASTRONOMIA LTDA";"30668968000151";"";"9078331191";"maico@w";"0";"";"N";1;"S";"85853120";"VILA IOLANDA";"FOZ DO IGUACU";"";3570;"AV. DAS CATARATAS ";"";"";"";"

";"04599550165";"";"27/11/2018";0;"0";"0"
13408282;134;4563;0;"MARTIGNONI BEER-CASCAVEL";"CLARICE/VALDEMAR";"GILBERTO MARTIGNONI RESTAURANTE-ME";"08282574000101";"";"9038259285";"@";"0";"";"N";1;"S";"85810160";"CENTRO";"CASCAVEL";"";2809;"RUA PIO XII";"";"";"";"";"4530377878";"";"27/11/2018";0;"0";"0"
13572299;135;4563;0;"TROPICAL SORVETES";"DEBORA";"TROPICAL SORVETES CASCAVEL - EIRELE";"72299860000189";"";"4101425970";"@";"0";"";"N";1;"S";"85802240";"NEVA";"CASCAVEL";"";1184;"R. CASSIANO JORGE FERNANDO";"";"";"";"";"999874247";"";"27/11/2018";0;"0";"0"
13605440;136;4563;0;"CHANG LEE";"DEVAIR";"CHANG LEE - JET CHICKEN";"05440803000180";"";"9028269711";"@";"0";"ANDERSON";"N";1;"S";"85812150";"CENTRO";"CASCAVEL";"";1460;"RUA VICENTE MACHADO";"";"";"";"
";"984035833";"";"27/11/2018";0;"0";"0"
13709546;137;4563;0;"ARMAZEM RESTAURANTE";"LENE/BERTE";"RESTAURANTE E PETISCARIA BERTE LTDA-ME";"09546588000158";"";"9044083288";"@";"0";"DANIEL";"N";1;"S";"85812190";"CENTRO";"CASCAVEL";"";1558;"RUA 13 DE MAIO";"";"";"";"
";"4530384642";"";"27/11/2018";0;"0";"0"
13808282;138;4583;0;"RESTAURANTE MARTIGNONI TOLEDO";"LEO/MARCELO";"GILBERTO MARTIGNONI RESTAURANTE-ME";"08282574000373";"";"9069341320";"@";"0";"DANIEL";"N";1;"S";"85905390";"CENTRO";"TOLEDO";"";3222;"RUA HAROLDO HAMILTON";"";"";"";"

";"4532224064";"";"27/11/2018";0;"0";"0"
13921495;139;4583;0;"X GAUCHO - R. SATURNO";"MARCELY";"JOAO DOS SANTOS BRIZOLA LANCHES EIRELI";"21495216000145";"";"9071486530";"@";"0";"";"N";1;"S";"85905565";"JARDIM GISELA";"TOLEDO";"";907;"RUA SATURNO";"";"";"";"







";"998558318";"";"28/11/2018";0;"0";"0"
14005624;140;4563;0;"BOLICHE BOULEVARD";"TANIA";"BOULEVARD CASCAVEL LTDA";"05624665000190";"";"9028472002";"@";"0";"ANDERSON";"N";1;"S";"85816290";"CENTRO";"CASCAVEL";"";2962;"AV BRASIL";"";"";"";"
";"988093075";"";"28/11/2018";0;"0";"0"
14130294;141;4563;0;"MONKA BARRA FOODS";"CAROL";"MONKA RESTAURANTE LTDA";"30294281000101";"";"9077937100";"@";"0";"DANIEL";"N";3;"S";"85810230";"CENTRO";"CASCAVEL";"";225;"RUA PERNAMBUCO";"";"";"";"";"998224795";"";"29/11/2018";0;"0";"0"
14222889;142;4571;0;"YUU ASIAN BAR - FOZ DO IGUACU";"THIAGO/FRAN";"DIAS E SOARES RESTAURANTE LTDA - ME";"22889077000105";"";"9076689838";"@";"0";"";"N";1;"S";"85851110";"CENTRO";"FOZ DO IGUACU";"";208;"AV JORGE SCHIMMELPFENG";"";"";"";"
";"45999342233";"";"29/11/2018";0;"0";"0"
14327194;143;4571;0;"LA STREGA";"LUIZ";"L? ACQUA MOSSA BAR E RESTAURANTE LTDA";"27194050000103";"";"9075124284";"@";"0";"";"N";1;"S";"85851120";"CENTRO";"FOZ DO IGUACU";"";458;"R. EDMUNDO DE BARROS";"";"";"";"";"4530277946";"991112001";"29/11/2018";0;"0";"0"
14428611;144;4504;0;"SUPERMERCADO O PONTO";"LUCAS";"V. FERREIRA SUPERMERCADO LTDA - ME";"28611229000181";"";"9076017570";"@";"2";"";"N";1;"S";"85408000";"CENTRO";"DIAMANTE DO SUL";"";1234;"AV. GETULIO VARGAS";"";"";"";"";"999944108";"";"30/11/2018";0;"0";"0"
14526282;145;4563;0;"CHOCOLATERIE CAFE";"NAO DEFINICO";"IASTIAQUE E LAZARI ALIMENTOS LTDA";"26282247000212";"";"9077560685";"@";"0";"DANIEL";"N";1;"S";"85805000";"CENTRO";"CASCAVEL";"";2071;"RUA RIO GRANDE DO SUL";"";"";"";"
";"4599125389";"";"30/11/2018";0;"200";"0"
14625285;146;4563;0;"LUXX ULTRS LOUNGE";"DEVAIR";"LEONIR VITOR DAMASCENO EIRELI - ME";"25285921000179";"";"9072729827";"@";"0";"";"N";1;"S";"85812001";"CENTRO";"CASCAVEL";"";3355;"RUA PARANA";"";"";"";"";"984035833";"";"01/12/2018";0;"0";"0"
14701271;147;4563;0;"PANIFICADORA REI DO PÃO";"SANDRO";"ALMEIDA & SUPTITZ LTDA.";"01271735000112";"";"9010907001";"@";"0";"";"N";1;"S";"85819740";"CIRO NARDI";"CASCAVEL";"";706;"RUA DA LAPA";"";"";"";"";"4532251440";"";"03/12/2018";0;"0";"0"
14811737;148;4563;0;"UNIBAR";"ANNE";"PANDULANCHES - LANCHONETE LTDA - ME";"11737476000126";"";"9072936458";"anne_carolineflor@hotmail.com";"0";"";"N";1;"S";"85810240";"CENTRO";"CASCAVEL";"";536;"RUA RUI BARBOSA";"";"";"";"";"4499039766";"";"04/12/2018";0;"0";"0"
14921161;149;4563;0;"PANIFICADORA PAO QUENTE";"WAGNER";"W O DUBEN PANIFICADORA ME";"21161295000158";"";"9071503566";"@";"0";"";"N";1;"S";"85802000";"SANTA FELICIDADE";"CASCAVEL";"";232;"RUA DO SOL";"";"";"";"";"999199694";"";"05/12/2018";0;"0";"0"
15012345;150;1779;0;"BOUTIQUE DOS SABORES";"ROGERES MARCIO VIEIRA LIMA";"BOUTIQUE DOS SABORES";"12345678901230";"";"";"boutiquesabores69@gmail.com";"0";"";"N";1;"S";"45120000";"CENTRO";"BARRA DO CHOCA";"";662;"GETÚLIO VARGAS";"";"";"";"";"7183014720";"";"05/12/2018";0;"0";"0"
15123766;151;5582;0;"RESTAURANTE CACAROLA";"MARCO AURELIO";"MARCO AURELIO DRAGHETTI  ";"23766162000130";"";"129154783";"@";"0";"";"N";1;"S";"04785000";"JARDIM DAS ACACIAS 1 ETAPA ";"LUIS EDUARDO MAGALHAES";"";1084;"RUA DA SUCUPIRA";"";"";"";"";"7736280817";"";"05/12/2018";0;"0";"0"
15227824;152;4563;0;"BEDUINOS COMIDA ARABE";"VITOR";"CELESTINO & KAPICH LTDA ME";"27824913000189";"";"9075159827";"@";"0";"ANDERSON";"N";1;"S";"85810110";"CENTRO";"CASCAVEL";"";3050;"R. VISCONDE DE GUARAPUAVA";"";"";"";"
";"998110735";"";"06/12/2018";0;"0";"0"
15325261;153;4563;0;"LA MAFIA TRATTORIA";"LEONARDO";"AFFETTO CUCINA RESTAURENTE LTDA";"25261612000169";"";"9072718973";"lamafiacascavel@gmail.com";"0";"";"N";1;"S";"85812260";"CENTRO";"CASCAVEL";"SALA 09";1602;"RUA ERECHIM";"";"";"";"";"4533063512";"";"06/12/2018";0;"0";"0"
15427498;154;4563;0;"MICRO CERVEJARIA CASCAVEL";"JANELISE";"INDUSTRIA DE BEBIDAS CASCAVEL EIRELI - ME";"27498144000176";"";"9076531100";"@";"0";"";"N";1;"S";"85817390";"PERIOLO";"CASCAVEL";"";422;"RUA TOLEDO";"";"";"";"";"999359456";"";"07/12/2018";0;"0";"0"
15531725;155;4511;0;"MERCADO DO CASSIO";"CASSIO";"S MIEKO ITO";"31725818000103";"";"9079461269";"cassio_carrerinha@hotmail.com";"0";"";"N";1;"S";"08544000";"JARDIM JOSEFINA";"UBIRATA";"";163;"AV JOAO PIPINO";"";"";"";"";"4498000014";"";"07/12/2018";0;"0";"0"
15623363;156;4563;0;"PUFFIN LOUNGE BAR";"EVALDO";"PUFFIN' LOUGE BAR - EIRELI - ME";"23363929000180";"";"9070711629";"sem email";"0";"";"N";1;"S";"85811290";"CENTRO";"CASCAVEL";"";4025;"RUA PARANA ESQ PIO XII";"";"";"";"";"999201886";"";"12/12/2018";0;"0";"0"
15723259;157;4563;0;"CANTINA DAS ARTES";"MARCUS";"CANTINA DAS ARTES LTDA - ME";"23259183000160";"";"9070977300";"mvdala@hotmail.com";"0";"";"N";3;"S";"85801100";"CENTRO";"CASCAVEL";"";249;"RUA DUQUE DE CAXIAS";"";"";"";"
";"999150085";"";"14/12/2018";0;"0";"0"
15831944;158;5168;0;"ANGUS STEAKHOUSE MARQUES";"FRANCIELE";"ANGUS MARQUES RESTAURANTE EIRELI";"31944406000156";"";"4270030797";"@";"0";"";"N";1;"S";"95588000";"ATLANTIDA";"XANGRI-LA";"";1320;"AV. CENTRAL";"RS";"";"";"

";"51033331900";"";"15/12/2018";0;"0";"0"
15904370;159;4563;0;"OESTE LOJA DE CONVENIENCIA E LOJA DE INFORMATICA";"WILLIAM";"OESTE LOJA DE CONVENIENCIA E LOJA DE INFORMATICA";"39505534000105";"";"9086660463";"@";"2";"";"N";1;"S";"85803770";"PQ SAO PAULO";"CASCAVEL";"";609;"RUA SOUZA NAVES";"PR";"";"";"


";"45999210453";"";"18/12/2018";0;"0";"0"
16008228;160;4250;0;"ESTACAO DO CHOPP";"DIEGO REP-CAMPO VERDE";"C. BUSANELLO & CIA LTDA";"08228746000169";"";"133390560";"Diegobeumer@hotmail.com";"0";"";"N";1;"S";"78840000";"CENTRO";"CAMPO VERDE";"";246;"R JOAO PESSOA";"";"";"";"";"6696570877";"";"20/12/2018";0;"0";"0"
16116638;161;4583;0;"X GAUCHO";"JUNIOR";"X GAUCHO ";"16638863000129";"";"11122222";"@";"0";"";"N";1;"S";"85810550";"CENTRO";"TOLEDO";"";1;"R. ";"";"";"";"";"999467686";"";"26/12/2018";0;"0";"0"
16221495;162;4583;0;"X GAUCHO - D. PEDRO";"JUNIOR";"SUSAN PAULA TRENTIN BRIZOLA LANCHES";"32392183000124";"";"111222333";"juniormat9@hotmail.com";"0";"";"N";1;"S";"85902010";"CENTRO";"TOLEDO";"";3284;"R. DOM PEDRO II";"";"";"";"




";"999467686";"";"27/12/2018";0;"187";"0"
16324230;163;4563;0;"LOJA KIWI ";"MARCELO";"EDNALDO DE SOUZA CONFECCOES ERIRELI";"24230891000130";"";"9071496845";"@";"2";"";"N";1;"S";"85810000";"CENTRO";"CASCAVEL";"CENTRAL PARK";6282;"AV. BRASIL";"";"";"";"";"33065468";"";"08/01/2019";0;"0";"0"
16430617;164;4563;0;"DR. SMOKE TABACARIA";"EDUARDO";"ERESON JOSE SOARES ";"36137505000140";"";"";"@";"0";"";"N";1;"S";"85811030";"CANCELLI";"CASCAVEL";"";2114;"R. MANAUS ";"";"";"";"

";"991279319";"";"11/01/2019";0;"0";"0"
16509563;165;5010;0;"TABACARIA SNAKE - CHAPECO";"MARIANE";"TABACARIA SNAKE LTDA";"26434428000217";"";"90734692";"@";"0";"DANIEL";"N";1;"S";"89801002";"CENTRO";"CHAPECO";"";902;"AV GETULIO DORNELES VARGAS";"";"";"";"


";"45999904058";"";"16/01/2019";0;"0";"0"
16628438;166;4593;0;"CITY OF HOOKAH";"JAIR MAJOLO";"CITY TABACARIA LTDA";"28438807000120";"";"9075833765";"jairmajolo@hotmail.com";"0";"DANIEL";"N";1;"S";"85960000";"CENTRO";"MARECHAL CANDIDO RONDON";"";1659;"RUA PERNAMBUCO";"";"";"";"
";"45999253061";"";"23/01/2019";0;"0";"0"
16710228;167;4563;0;"MERCADO ANGRA";"GERSON/MIRNA";"M WEHRMANN COMERCIO DE ALIMENTOS LTDA";"10228918000146";"";"9044929225";"mercadoangra@hotmail.com";"0";"";"N";1;"S";"85806060";"STA CRUZ";"CASCAVEL";"";326;"RUA APALAIS";"PR";"";"";"";"4532260627";"";"24/01/2019";0;"0";"0"
16808658;168;1778;0;"RESTAURANTE JOMARC";"MARCOS";"CLOVIS MARCOS ALVES LEITE";"08658533000177";"";"073298645";"mercadojomarc@gmail.com";"0";"RAFAEL";"N";1;"S";"45030160";"IBIRAPUERA";"VITORIA DA CONQUISTA";"";640;"AVENIDA MARANHAO";"";"";"";"
";"7734256608";"";"25/01/2019";0;"100";"0"
16905514;169;4563;0;"RESTAURANTE MARICOTA";"MARI";"RESTAURANTE MARICOTA EIRELI - ME";"05514266000176";"";"9027646074";"@";"0";"";"N";1;"S";"85810000";"CENTRO";"CASCAVEL";"CENTRAL PARK";6282;"AV BRASIL";"";"";"";"";"4530357707";"";"29/01/2019";0;"0";"0"
17030617;170;4563;0;"HIGH CLASS TABACARIA";"ALEXANDRE MACHADO MINOZZO";"N TARCISIO MINOZZO TABACARIA";"20875594000191";"";"9078281666";"highclasstabacaria@outlook.com";"0";"";"N";1;"S";"85807030";"COQUEIRAL";"CASCAVEL";"SALA 2";9046;"AV. BRASIL";"";"";"";"
";"398233202";"";"04/02/2019";0;"0";"0"
17127036;171;4513;0;"EUPHORIA HOOKAH LOUNGE";"MAYCON";"EUPHORIA HOOKAH LOUNG BAR EIRELI";"27036109000135";"";"9074227470";"@";"0";"";"N";1;"S";"85460000";"CENTRO";"QUEDAS DO IGUACU";"";1348;"RUA LARANJEIRAS";"";"";"";"";"46999315959";"";"06/02/2019";0;"0";"0"
17226166;172;4563;0;"O COSTELAO";"EDER";"CASA DE CARNES BATISTA LTDA ME";"26166084000121";"";"907312491";"@";"0";"";"N";1;"S";"85814480";"FLORESTA";"CASCAVEL";"";791;"R. DAS PERDIZES";"";"";"";"";"999592041";"";"12/02/2019";0;"0";"0"
17332650;173;4563;0;"LUQUI BRINQUEDOS E PRESENTES";"JADER/LUCAS";"L. M. FAGUNDES-EIRELLI";"32650888000102";"";"9080339817";"compras@luqui.com.br";"2";"";"N";1;"S";"85812003";"CENTRO";"CASCAVEL";"";5571;"AV BRASIL";"";"";"";"";"4533066000";"";"13/02/2019";0;"0";"0"
17432761;174;4563;0;"VIKING BURGER GRILL";"ADRIAN";"VIKING BURGER";"32761853000132";"";"111222333";"vikingburgergrill@hotmail.com";"0";"";"N";1;"S";"85810430";"CENTRO";"CASCAVEL";"SALA 1";4461;"R. PARANA ";"";"";"";"";"30966212";"";"16/02/2019";0;"0";"0"
17522258;175;4563;0;"CASA DA MARMITA";"ANTONIO";"FRANCISCO MARTINS MACHADO";"22258737000141";"";"9080412085";"@";"0";"ANDERSON";"N";1;"S";"85817560";"CATARATAS";"CASCAVEL";"";86;"RUA SERRA DOS ANDES";"";"";"";"
";"999414341";"";"22/02/2019";0;"90";"0"
